股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code
688668.SH,鼎通科技,220.0,英伟达概念;铜缆高速连接;光纤概念;液冷服务器;5G;机器视觉;商业航天;比亚迪概念;2025年报预增;新能源汽车;长安汽车概念;融资融券;沪股通,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,0.43369094,7.74322134E8,55340568.0,-6.530144028550794,13,30639533320.0,3472596,145500187.0,90159619.0,219.07,233,219.07,220.0,6.359278,17,688668
002490.SZ,山东墨龙,10.06,页岩气;天然气;氢能源;国企改革;摘帽;深股通;海工装备;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.00401606,7.27475156E8,7085796.0,2.968270214943715,8,5449723320.0,7.1944952E7,92725533.0,85639737.0,10.2,10.36,9.81,10.06,5.522088,33,002490
000852.SZ,石化机械,7.27,页岩气;可燃冰;天然气;俄乌冲突概念;央企国企改革;氢能源;地下管网;国企改革;海工装备;一带一路;雄安新区;燃料电池;高端装备;储能;专精特新;工业互联网;数字经济;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.83217753,9.26337039E7,95413.5,-0.13736263736264664,19,6876499007.32,1.2757372E7,12826301.5,12730888.0,7.22,7.32,7.2,7.27,1.664355,33,000852
688377.SH,迪威尔,37.89,页岩气;海工装备;高端装备;天然气;人民币贬值受益;专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.71812081,5.088137E7,729127.2999999998,-8.145454545454545,8,7375012736.58,1359696,6354550.2,5625422.9,37.2,37.99,36.81,37.89,3.167785,17,688377
688600.SH,皖仪科技,28.96,液冷服务器;专精特新;DeepSeek概念;2025年报预增;医疗器械概念;可控核聚变;氢能源;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,1.32960112,1.04521907E8,6715079.800000001,3.799283154121872,8,3901157870.4,3593595,19106181.1,12391101.3,28.5,31,28.41,28.96,9.062281,17,688600
688679.SH,通源环境,52.3,液冷服务器;土壤修复;净水概念;污水处理;固废处理;碳中和;绿色电力;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,-0.15273005,1.27221773E8,2911864.6999999993,-5.595667870036103,8,6887370002.5,2420464,28537349.0,25625484.3,51.5,53.42,51.5,52.3,3.665521,17,688679
002536.SZ,飞龙股份,35.88,液冷服务器;数据中心;芯片概念;汽车电子;汽车热管理;无人机;小米汽车;充电桩;新能源汽车;特斯拉概念;华为概念;储能;燃料电池;低空经济;机器人概念;长安汽车概念;海峡两岸;人民币贬值受益;一带一路;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.26582278,8.17931549E8,1160309.0,-5.851482550511668,21,19533110571.0,2.2702712E7,73945927.0,72785618.0,36.35,36.8,35.6,35.88,3.302146,33,002536
603269.SH,海鸥股份,14.92,液冷服务器;数据中心;核电;海峡两岸;超超临界发电;氢能源;一带一路,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.67476383,1.7789224E8,6660297.0,-1.9066403681788358,7,4606576378.56,1.1941395E7,16950172.0,10289875.0,15.03,15.03,14.75,14.92,1.889338,17,603269
002518.SZ,科士达,46.55,液冷服务器;数据中心;充电桩;光伏概念;储能;比亚迪概念;宁德时代概念;2025年报预增;风电;东数西算(算力);锂电池概念;阿里巴巴概念;一带一路;抖音概念(字节概念);粤港澳大湾区;人工智能;海峡两岸;智能医疗;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.12574342,5.11473339E8,3700000.0,-5.2513739059637805,20,26307101887.15,1.1004985E7,29169750.0,25469750.0,46.88,47.1,45.83,46.55,2.697536,33,002518
301397.SZ,溯联股份,39.7,液冷服务器;汽车热管理;比亚迪概念;宁德时代概念;数据中心;新能源汽车;华为汽车;燃料电池;长安汽车概念;飞行汽车(eVTOL);低空经济;换电概念;储能;充电桩;两轮车;氢能源;西部大开发;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,2.84974093,1.98305264E8,21243020.0,6.634434595756128,19,2804574660.6,5056034,41663675.0,20420655.0,38.63,39.86,38.22,39.7,4.248704,33,301397
301626.SZ,苏州天脉,279.16,液冷服务器;汽车电子;消费电子概念;宁德时代概念;汽车热管理;华为概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.63825364,6.17957466E8,64355065.0,5.347371598928268,8,14689119481.68,2256211,187098998.0,122743933.0,271,280,266.29,279.16,5.089842,33,301626
301252.SZ,同星科技,36.85,液冷服务器;空气能热泵;汽车热管理;新能源汽车;专精特新;数据中心;长安汽车概念;冷链物流;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.76565491,8.94604459E7,5577671.0,-0.3784806704514749,9,1777816826.5,2436863,10323833.0,4746162.0,36.8,37.29,36.12,36.85,3.199343,33,301252
002871.SZ,伟隆股份,18.44,液冷服务器;军工;数据中心;军民融合;人民币贬值受益;人工智能;水利;一带一路;地下管网;俄乌冲突概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,3.13199105,9.38646365E7,6821461.3,1.9911504424778927,10,2752476528.12,5112794,10696147.5,3874686.2,17.88,18.83,17.71,18.44,6.263982,33,002871
301086.SZ,鸿富瀚,197.06,液冷服务器;富士康概念;苹果概念;消费电子概念;工业母机;华为概念;2026一季报预增;专精特新;华为数字能源;虚拟现实;新型工业化;新能源汽车;汽车热管理;机器人概念;储能;锂电池概念;回购增持再贷款概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.28092243,3.87445351E8,8695569.0,3.7376289745209483,19,9246155306.48,1996162,71450658.0,62755089.0,190.8,198.45,189.51,197.06,4.685534,33,301086
300731.SZ,科创新源,70.56,液冷服务器;富士康概念;5G;第三代半导体;数据中心;汽车热管理;2025年报预增;小米汽车;比亚迪概念;新能源汽车;华为概念;宁德时代概念;储能;粤港澳大湾区;海峡两岸;家用电器;创投;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.01417434,4.55553603E8,4248898.0,-1.7817371937639215,18,8479843575.84,6521225,65197326.0,60948428.0,70.88,70.93,68.91,70.56,2.863217,33,300731
300547.SZ,川环科技,38.92,液冷服务器;成飞概念;汽车热管理;小米汽车;数据中心;无人机;军工;军民融合;新能源汽车;比亚迪概念;华为汽车;飞行汽车(eVTOL);低空经济;华为概念;长安汽车概念;储能;氢能源;西部大开发;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,5.33152909,7.94310229E8,76166610.0,7.632743362831873,19,6936462395.24,2.077E7,168632820.0,92466210.0,37,39.63,36.58,38.92,8.254397,33,300547
000811.SZ,冰轮环境,24.95,液冷服务器;超导概念;中芯国际概念;可控核聚变;3D打印;数据中心;核电;海工装备;军工;新能源汽车;储能;机器人概念;海峡两岸;燃料电池;空气能热泵;氢能源;雅下水电概念;水利;固态电池;中俄贸易概念;回购增持再贷款概念;碳中和;人工智能;创投;智能物流;国企改革;体育产业;冷链物流;宠物经济;冰雪产业;天然气;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.29922858,1.06960294E9,57837396.0,11.23495318769505,33,24410972240.95,4.2911623E7,213235400.0,155398004.0,24.46,25.37,24.16,24.95,4.912708,33,000811
301018.SZ,申菱环境,116.81,液冷服务器;5G;数据中心;成飞概念;可控核聚变;高压快充;军工;核电;华为概念;新能源汽车;空气能热泵;2025年报预增;储能;腾讯概念;百度概念;阿里巴巴概念;抖音概念(字节概念);抽水蓄能;锂电池概念;DeepSeek概念;碳中和;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.24888431,1.39466401E9,52936.0,-5.874294923448826,23,23099985124.34,1.2086896E7,206542705.0,206489769.0,116.99,118.79,111.8,116.81,5.99897,33,301018
002937.SZ,兴瑞科技,33.55,液冷服务器;5G;毫米波雷达;汽车电子;PEEK材料;消费电子概念;新能源汽车;无人驾驶;宁德时代概念;特斯拉概念;工业互联网;虚拟现实;人民币贬值受益;一带一路;智能家居;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.28658537,2.06295696E8,20251675.0,4.745551045894461,17,9962795930.45,6206864,41752221.0,21500546.0,32.8,33.84,32.56,33.55,3.902439,33,002937
001288.SZ,运机集团,28.11,雅下水电概念;一带一路;中俄贸易概念;机器人概念;华为概念;人民币贬值受益;减速器;人工智能;DeepSeek概念;西部大开发;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.70043415,8.7018226E7,262351.0,1.4801444043321306,11,4270362779.73,3117000,8260022.0,7997671.0,27.7,28.17,27.61,28.11,2.026049,33,001288
000680.SZ,山推股份,11.91,雅下水电概念;雄安新区;垃圾分类;新型城镇化;一带一路;国企改革;高端装备;中俄贸易概念;乡村振兴;人民币贬值受益;机器人概念;无人驾驶;人工智能;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.76142132,4.82422847E8,12937005.0,8.469945355191253,15,15657821578.14,3.9893403E7,79407875.0,66470870.0,12.18,12.42,11.89,11.91,4.483925,33,000680
002901.SZ,大博医疗,43.4,牙科医疗;医疗器械概念;福建自贸区;海峡两岸;机器人概念;2025年报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.57622312,1.61273073E8,832742.2999999998,-1.0487916096671246,8,12519013098.2,3631265,7435392.0,6602649.7,44.51,45.9,43.4,43.4,5.908768,33,002901
001216.SZ,华瓷股份,18.27,牙科医疗;跨境电商;华为概念;人民币贬值受益;特高压;NFT概念;智能穿戴;消费电子概念;参股银行;柔性直流输电;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,3.10383747,1.00605995E8,3018639.0,-0.5984766050054376,11,4486256945.73,5556500,8313187.0,5294548.0,17.75,18.58,17.63,18.27,5.361173,33,001216
600671.SH,天目药业,19.91,眼科医疗;医疗器械概念;国企改革;摘帽,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.37474542,4.0055724E7,852878.0,5.6233421750663055,4,2423455812.03,2019200,1946661.0,1093783.0,19.67,20,19.52,19.91,2.443991,17,600671
688198.SH,佰仁医疗,96.69,眼科医疗;创新药;医美概念;医疗器械概念;专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,0.71875,4.5474116E7,4042172.9999999995,-6.867655557696008,7,13318866979.77,469223,7475955.1,3433782.1,95.54,98.44,95.54,96.69,3.020833,17,688198
300631.SZ,久吾高科,28.25,盐湖提锂;稀土永磁;锂电池概念;固态电池;专精特新;净水概念;垃圾分类;污水处理;光伏概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.43626571,8.9447292E7,9184131.0,7.007575757575764,9,3417687288.25,3217700,17071060.0,7886929.0,27.84,28.25,27.5,28.25,2.692998,33,300631
002785.SZ,万里石,51.16,盐湖提锂;小金属概念;锂电池概念;福建自贸区;海峡两岸;一带一路;核电;中俄贸易概念;俄乌冲突概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,9.99784992,1.17573628E9,118412846.0,23.814133591481113,10,9899205376.68,2.3497092E7,345604290.0,227191444.0,48.36,51.16,47.3,51.16,8.29929,33,002785
000546.SZ,金圆股份,7.72,盐湖提锂;小金属概念;金属镍;金属回收;金属铜;锂电池概念;医疗废物处理;垃圾分类;固废处理,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,4.74898236,9.95950671E8,20225598.0,18.586789554531492,9,5378564190.32,1.293753E8,148521777.0,128296179.0,7.38,8.03,7.33,7.72,9.497964,33,000546
000792.SZ,盐湖股份,39.29,盐湖提锂;小金属概念;化肥;锂电池概念;储能;西部大开发;2025年报预增;比亚迪概念;央企国企改革;新能源汽车;国企改革;同花顺漂亮100;特色小镇;旅游概念;融资融券;深股通;股权转让(并购重组),中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-0.53164557,9.69412998E9,832765800.0,10.086859064163637,17,207904031826.59,2.41033995E8,3005717300.0,2172951500.0,39.83,41.6,38.84,39.29,6.987341,33,000792
600773.SH,西藏城投,27.2,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-3.20284698,1.48759902E9,950887.0,16.04095563139931,7,25883162728.0,5.4043606E7,288345495.0,287394608.0,27.6,28.88,26.6,27.2,8.113879,17,600773
600338.SH,西藏珠峰,27.58,盐湖提锂;金属锌;金属铅;小金属概念;金属铜;锂电池概念;2025年报预增;人民币贬值受益;西部大开发;一带一路;免税店;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.10865628,3.89251826E9,40902990.0,34.40545808966861,13,25213916433.44,1.4102874E8,766529150.0,725626160.0,27.93,28.28,26.94,27.58,4.853314,17,600338
